id,name,votes,rating,phone,address,zip,cuisine
1864,Sunrise Asian Cuisine,155,3.3,(214) 826-6300,"5631 Alta Avenue, Dallas",75206,"Asian,Tapas,Thai"
1865,Eatzi's,119,3.9,(214) 358-3100,"5600 West Lovers Lane, Dallas",75209,"Coffee and Tea,Desserts,Sandwich,Cafe"
1866,Weekend Coffee - The Joule,20,3.3,(214) 261-4545,"The Joule, 1511 Commerce Street, Dallas",75201,Coffee and Tea
1867,Oak Lawn Coffee,79,3.6,(214) 219-5511,"2720 Oak Lawn Avenue, Dallas",75219,Coffee and Tea
1869,Angela's Cafe,141,3.7,(214) 904-8122,7979 Inwood Rd,75209,"Cafe,Diner,Mexican"
1870,Carbone's Fine Food & Wine,73,3.5,(214) 522-4208,"4208 Oak Lawn Avenue., Dallas",75219,Italian
1871,Fireside Pies,425,3.9,(214) 370-3916,"2820 N Henderson Avenue, Dallas",75206,Pizza
1872,Greenville Avenue Pizza Company,99,4.1,(214) 826-5404,"1923 Greenville Avenue, Dallas",75206,"Pizza,Italian"
1873,La Hacienda Ranch,166,3.4,(972) 248-2424,"17390 Preston Road, Dallas",75252,Mexican
1874,California Pizza Kitchen,229,3.8,(214) 750-7067,"8411 Preston Road, Suite 124",75225,"Pizza,California"
1875,India Chaat Cafe,71,3.6,(972) 381-0003,"18101 Preston Road, Suite 202, Dallas",75252,"Vegetarian,Indian"
1876,Digg's Tacos,108,3.6,(214) 520-0155,"6309 Hillcrest Avenue, Dallas",75205,Mexican
1877,Pints and Quarts,11,3.1,(214) 821-3494,"5434 Ross Avenue, Dallas",75206,"American,Burger,Desserts"
1878,Fajita Pete's,59,3.4,(972) 818-3900,"6090 Campbell Road Suite 124, Dallas",75248,Mexican
1879,Maguire's Regional Cuisine,151,3.8,(972) 818-0068,"17552 Dallas Parkway, Dallas",75287,American
1880,Highland Park Cafeteria,159,3.9,(214) 324-5000,"1200 N Buckner Road, Dallas",75218,American
1881,Eureka!,17,3,(972) 993-2222,"3700 McKinney Avenue, Suite 126, Dallas",75204,"American,Burger"
1882,The Original Snuffer's Restaurant & Bar,393,3.9,(214) 826-6850,"3526 Greenville Avenue, Dallas",75206,"American,Burger"
1883,Salt Lick Bar-B-Que - DFW International Airport,30,3,(972) 973-7303,"Terminal A6 (Post Security), DFW International Airport",75261,"BBQ,Sandwich"
1884,Tin Star,44,3.1,(972) 458-2000,"13710 Dallas Parkway, Suite G, Dallas",75240,Mexican
1885,Angelo & Vito's Pizzeria,147,3.9,(972) 381-1002,"4520 Frankford Road, Suite 400, Dallas",75287,"Italian,Pizza"
1886,Sali's New York Style Pizza,200,3.8,(214) 321-2700,"10021 Garland Road, Dallas",75218,"Italian,Pizza"
1887,Mesa,68,3.5,(214) 941-4246,"118 W Jefferson Boulevard, Dallas",75208,Latin American
1888,Fish City Grill,100,3.6,(972) 733-3474,"18149 Dallas Parkway, Suite 110, Dallas",75287,Seafood
1889,Lekka,71,4,(972) 735-8642,"17606 Preston Road, Dallas",75252,"Mediterranean,Sandwich"
1890,True Food Kitchen,59,3.7,(214) 377-3333,"8383 Preston Center Plaza, Suite 100",75225,"Healthy Food,Fusion"
1891,Wabi House,4,2.8,(469) 779-6474,"1802 Greenville Avenue, Suite 100, Dallas",75206,"Japanese,Tapas,Ramen"
1892,Stoneleigh P,99,3.3,(214) 871-2346,"2926 Maple Avenue, Dallas",75201,"American,Bar Food"
1893,Eno's Pizza Tavern,641,4,(214) 943-9200,"407 N Bishop Avenue, Dallas",75208,"Pizza,Italian"
1894,Velvet Taco,361,4.1,(214) 823-8358,"3012 N Henderson Avenue, Dallas",75206,"Taco,New American"
1895,The Woolworth,13,3,(214) 814-0588,"1520 Elm Street, Dallas",75201,"International,Fusion"
1896,Thai Lotus Kitchen,123,3.7,(214) 520-9385,"3851 Cedar Springs Road, Dallas",75219,"Asian,Thai"
1897,Adelmo's,152,3.4,(214) 559-0325,"4537 Cole Avenue, Dallas",75205,"Italian,Mediterranean"
1898,Zenna,82,3.3,(214) 483-9454,"3950 Rosemeade Parkway, Suite 100, Dallas",75287,"Japanese,Thai,Sushi"
1899,St. Martin's Wine Bistro,115,3.9,(214) 826-0940,"3020 Greenville Avenue, Dallas",75206,"French,New American"
1900,Pokey O's Cookies & Ice Cream,131,3.6,(214) 987-1200,"3034 Mockingbird Lane, Dallas",75205,"Desserts,Ice Cream"
1901,Southpaw's Organic Cafe,140,3.5,(214) 987-0351,"6009 Berkshire Lane, Dallas",75225,"Sandwich,Beverages"
1902,Savor,50,3.3,(214) 306-5597,"2000 Woodall Rodgers Freeway, Suite 403, Dallas",75201,American
1903,Snow Pea,187,3.3,(214) 824-4354,"10518 East Northwest Highway, Dallas",75238,"Chinese,Asian"
1904,Pei Wei,179,3.5,(214) 219-0000,"3001 Knox Street, Suite 100",75205,Asian
1905,Stampede 66,149,3.3,(214) 550-6966,"1717 McKinney Avenue, Dallas",75201,"Southern,Tex-Mex,American"
1906,Lavendou,151,3.5,(972) 248-1911,"19009 Preston Road, Suite 200, Dallas, Dallas",75252,French
1907,FireXbox,38,3.5,(214) 503-8888,"9918 Plano Road, Dallas",75238,"Japanese,Sushi"
1908,Half Shells Oyster Bar & Grill,163,4.1,(214) 691-8164,"6617 Snider Plaza, Dallas",75205,Seafood
1910,Sweet Basil Italian Grill and Bar,110,3.6,(972) 733-1500,"17610 Midway Road, Dallas",75287,Italian
1911,Goff's Hamburgers,137,3.3,(214) 520-9133,"6401 Hillcrest Avenue, Dallas",75205,Burger
1912,Cafe Express,90,3.4,(214) 352-2211,"5600 West Lovers Lane Suite 109, Dallas",75209,"American,Healthy Food,Cafe"
1913,Korea House,86,3.6,(972) 243-0434,"2598 Royal Lane, Dallas",75229,Korean
1914,Mercat Bistro,34,3.3,(214) 953-0917,2501 N Harwood St,75201,French
1915,El Bolero,7,3,(214) 741-1986,1201 Oak Lawn Avenue,75207,Mexican
1916,Dream Cafe,453,3.7,(214) 954-0486,"2800 Routh Street, Suite 170, Dallas",75201,"American,Cafe"
1917,Lover's Pizza and Pasta,64,3.9,(214) 823-2262,"6434 E Mockingbird Lane, Suite 113, Dallas",75214,"Italian,Pizza"
1918,Old Chicago Pizza & Taproom,15,2.6,(214) 821-5700,"5319 E Mockingbird Lane, Suite 100, Dallas",75206,"American,Pizza"
1919,Humperdinks Restaurant & Brewpub,82,3.2,(214) 368-6597,"6050 Greenville Avenue, Dallas",75206,"American,Bar Food"
1920,The Draft House,82,3.9,(972) 306-8700,"3940 Rosemeade Parkway, Suite 170",75287,"Bar Food,American"
1922,C Senor!,30,3.3,(214) 941-4766,"330 W Davis Street,  Dallas",75208,"Cuban,Sandwich"
1923,Pappas Bar-B-Q,93,3.3,(214) 956-9038,"2231 W NW Highway, Dallas",75220,"American,BBQ"
1924,Pho Is For Lovers,104,3.4,(972) 708-1028,"5521 Greenville Avenue, Suite 105, Dallas",75206,Vietnamese
1925,Cantina Laredo,128,3.3,(214) 265-1610,"6025 Royal Lane, Suite 250, Dallas",75230,Tex-Mex
1927,Jimmy's Food Store,379,4.6,(214) 823-6180,"4901 Bryan Street, Dallas",75206,"Italian,Sandwich"
1928,Sushiya,129,3.4,(214) 744-9600,"1306 Elm Street, Dallas",75202,"Japanese,Sushi"
1930,Mr. Mesero,108,3.7,(214) 780-1991,"4444 McKinney Avenue, Dallas",75205,"American,Mexican"
1931,Big Al's Smokehouse BBQ,89,3.7,(214) 350-2649,"3317 Inwood Road, Dallas",75235,BBQ
1932,Moe's Southwest Grill,15,3.1,(214) 741-9700,"2121 Main Street, Suite 101, Dallas",75201,Tex-Mex
1933,The Burger Joint,4,3,(469) 941-4471,"3001 Knox Street, Suite 108, Dallas, TX",75206,"American,Burger"
1934,Caribbean Grill,92,3.6,(972) 241-9113,"3068 Forest Lane, Suite 111, Dallas",75234,Caribbean
1935,Primo Brothers Pizza and Pasta,146,3.8,(214) 341-4414,"9310 Forest Lane, Suite 334, Dallas",75243,"Italian,Pizza,Sandwich"
1936,Cafe Brazil,110,3.3,(214) 946-7927,"611 N Bishop Avenue, Suite 101, Dallas",75208,"American,Tex-Mex,Coffee and Tea"
1937,El Come Taco,22,3.2,(214) 821-3738,"2513 N Fitzhugh Avenue, Dallas",75204,Mexican
1938,Rise No. 1,603,3.9,(214) 366-9900,"5360 West Lovers Lane, Dallas",75209,"American,French"
1939,Buzzbrews,60,3.5,(214) 741-2801,"2801 Commerce Street, Dallas",75226,American
1940,City Tavern,80,3.6,(214) 745-1402,"1402 Main Street, Dallas",75202,American
1941,Bangkok Inn,248,3.8,(214) 821-8979,"6033 Oram Street, Dallas",75206,"Asian,Thai"
1942,Liberty Burger,36,3.6,(214) 887-9999,"1904 Abrams Parkway, Dallas",75214,"Burger,American"
1943,Ling & Louie's,25,3,(972) 973-7325,"3200 E Airfield Drive, DFW Airport",75261,Asian
1944,Humperdinks Restaurant & Brewpub,65,3.2,(214) 358-4159,"2208 West Northwest Highway, Dallas",75220,"American,Bar Food"
1945,Gloria's Latin Cuisine,60,3.5,(214) 303-1166,"3223 Lemmon Avenue, Dallas",75204,Tex-Mex
1946,The Original Cupcakery,59,3.2,(214) 855-0003,"2222 Mckinney Avenue, Suite 230",75201,Desserts
1947,Edohana Sushi,103,3.7,(214) 599-0093,"3839 McKinney Avenue, Unit 130, Dallas",75204,"Sushi,Japanese,Asian"
1948,Carrabba's Italian Grill,100,3.5,(972) 732-7752,"17548 Dallas Parkway, Dallas",75287,"Italian,Pizza,Seafood"
1949,Village Burger Bar,467,4.1,(214) 443-9998,"3699 McKinney Avenue, Unit 325, Dallas",75204,"Burger,American"
1950,Cadot Restaurant,137,3.2,(972) 267-5700,"18111 Preston Road, Suite 120, Dallas",75252,"Desserts,French,Seafood"
1952,Joy Macarons,5,3.1,(214) 434-1922,"839 W Davis Street, Dallas",75208,Desserts
1953,Dunston's Prime Steak House,104,3.3,(214) 637-3513,"8526 Harry Hines Boulevard, Dallas",75235,"Steakhouse,Seafood"
1954,Mudsmith,41,3.2,(214) 821-7300,2114 Greenville Avenue,75206,"Coffee and Tea,Cafe"
1955,Chino Chinatown,68,3.4,(469) 513-7457,"3011 Gulden Lane, Suite 110, Dallas",75212,"Asian,Latin American"
1956,Henderson Tap House,18,2.2,(972) 677-7947,"2323 N Henderson Avenue, Suite 102,  Dallas",75206,"Burger,Bar Food,Pizza"
1957,The Hilton Anatole - Media Grill + Bar,35,3.1,(214) 748-1200,"The Hilton Anatole, 2201 N Stemmons Fwy, Dallas",75207,American
1958,Capitol Pub,82,3.6,(214) 887-9330,2401 N Henderson Avenue,75206,"Bar Food,American"
1959,Smashburger,83,3.4,(469) 341-3394,"2222 McKinney Street, Suite 280, Dallas",75201,"American,Burger"
1960,Nick & Sam's Steakhouse,539,3.8,(214) 871-7444,"3008 Maple Avenue, Dallas",75201,"Steakhouse,Seafood,Sushi"
1961,Dough Bro's,63,3.7,(469) 248-0058,"5181 Keller Springs Road, Dallas",75248,"Italian,Pizza,Sandwich"
1962,Thai-Rrific Cuisine,102,3.3,(972) 241-2412,"3068 Forest Lane, Dallas",75234,"Asian,Thai"
1963,Becks Prime,73,3.3,(972) 661-8681,"5931 Forest Lane, Dallas",75230,"American,Burger"
1964,Bowl & Barrel,29,3.2,(214) 363-2695,"The Shops At Park Lane, 8084 Park Lane, Suite 145",75231,"American,Burger"
1965,Penne Pomodoro,105,3.7,(214) 826-6075,"1924 Abrams Parkway, Dallas",75214,Italian
1966,Flaming Burger,133,4,(214) 321-3734,"11255 Garland Road, Suite 101A",75218,American
1967,Bob's Steak and Chop House - Omni Hotel Dallas,82,3.7,(214) 652-4800,"Omni Hotel Dallas, 555 South Lamar Street, Dallas",75202,Steakhouse
1968,Mexicali,172,3.8,(214) 341-9405,"11277 E Northwest Highway, Dallas",75238,Tex-Mex
1969,Jack Mac's Swill & Grill,68,3.7,(972) 267-2782,"19009 Preston Road, Suite 209, Dallas",75252,"American,Bar Food"
1970,Pho Colonial,100,3.2,(214) 748-0746,"1623 Main Street, Suite 102, Dallas",75201,"Vietnamese,Bubble Tea"
1971,Truluck's,233,3.6,(214) 220-2401,"2401 McKinney Avenue, Dallas",75201,"Seafood,Steakhouse"
1972,The Second Floor - The Westin Galleria Dallas,31,3.3,(972) 450-2978,"The Westin Galleria Dallas, 13340 Dallas Parkway, Dallas",75240,American
1974,Peking Kitchen,89,3.7,(214) 331-8555,"1710 Norman Drive, Dallas",75211,Chinese
1975,Red Curry,48,3.6,(972) 820-7775,"3628 Frankford Road, Suite 255, Dallas",75287,Thai
1976,Gazeebo Burgers,159,3.5,(214) 368-3344,"5950 Royal Lane, Dallas",75230,"American,Burger"
1977,Taqueria El Si Hay,99,4.2,(214) 941-4042,"601 W Davis Street, Dallas",75208,Taco
1978,Smokey Joe's BBQ,168,4.3,(214) 371-8081,"6407 S R L Thornton Freeway, Dallas",75232,BBQ
1979,Fresh Market,86,3.4,(214) 352-2296,"6300 Harry Hines Boulevard, Dallas",75235,Healthy Food
1980,Alfonso's Italian,172,3.5,(214) 327-7777,"718 N Buckner Boulevard, Dallas",75218,"Italian,Pizza,Seafood"
1981,Ginger Thai,129,3.9,(972) 481-1230,"3797 Forest Lane, Unit 107A, Dallas",75244,Thai
1982,Henry's Majestic,28,3.4,(469) 893-9400,"4900 McKinney Avenue, Dallas",75205,New American
1983,Enchilada's,89,3.3,(214) 691-1390,"7050 Greenville Avenue, Dallas",75231,Mexican
1984,Princi Italia,93,3.2,(214) 739-5959,"5959 Royal Lane, Suite 707, Dallas",75230,"Italian,Pizza"
1985,Andrea's Italian Restaurant,145,3.6,(214) 823-3100,7260 Gaston Avenue,75214,Italian
1986,Snappy Salads,100,3.8,(972) 991-7627,"5915 Forest Lane, Suite 300, Dallas",75230,Healthy Food
1987,Public School 214,25,3.2,(214) 599-6234,"3700 McKinney Avenue, Suite 148, Dallas",75204,"New American,Fusion"
1988,Atomic Pie,154,3.6,(214) 553-5733,"9660 Audelia Road, Dallas",75238,"Pizza,American"
1989,P.D. Johnson's Dog Day Deli,125,3.5,(214) 720-2227,"3839 McKinney Avenue, Unit 150, Dallas",75204,"Sandwich,Deli"
1990,Taza Grill,85,3.2,(972) 934-9767,"12817 Preston Road, Dallas",75230,"Greek,Lebanese,Mediterranean"
1991,Original Italian Cafe,144,3.7,(214) 651-7000,"115 Field Street, Dallas",75202,"Italian,Pizza"
1992,Start,80,3.4,(214) 265-1411,"4814 Greenville Avenue, Dallas",75206,"Fast Food,American"
1993,Grimaldi's Pizzeria,327,4.4,(214) 559-4611,"3636 McKinney Avenue, Unit 190, Dallas",75204,"Italian,Pizza"
1994,Lover's Pizza And Pasta,121,4.1,(214) 353-0509,"5605 W Lovers Lane, Dallas",75209,"Italian,Pizza"
1995,Fuddruckers,69,3.8,(972) 818-3833,"4520 Frankford Road, Dallas",75287,"Burger,American"
1996,Barry's Food From Galilee,173,4.1,(214) 750-0330,"6710 Snider Plaza, Dallas",75205,Middle Eastern
1997,Offshore's Nextdoor,139,3.7,(214) 503-1012,"9660 Audelia Road, Suite 305",75238,"Sandwich,Seafood,Cajun"
1998,FT33,67,3.5,(214) 741-2629,"617 Hi Line Drive, Suite 250, Dallas",75207,American
1999,Desta Ethiopian Restaurant,69,3.5,(214) 575-9004,"12101 Greenville Avenue, Suite 105, Dallas",75243,"African,Ethiopian"
2000,Stock & Barrel,59,3.7,(214) 888-0150,"316 W Davis Street, Dallas",75208,American
2001,Record Grill,77,3.8,(214) 742-1353,605 Elm Street,75202,American
2002,Aboca's Italian Grill,138,3.9,(214) 346-1700,"10455 N Central Expressway, Suite 118, Dallas",75231,Italian
2003,Gonzalez,60,4.2,(214) 946-5333,"367 W Jefferson Boulevard, Dallas",75208,Tex-Mex
2004,Iron Cactus,418,3.3,(214) 749-4766,"1520 Main Street, Dallas",75201,Mexican
2005,Remedy,46,3.9,(469) 294-4012,"2010 Greenville Avenue, Suite B, Dallas",75206,"American,Desserts"
2006,Nora Restaurant and Bar,52,3.6,(214) 828-0095,"1928 Greenville Avenue, Dallas",75206,"Afghani,Middle Eastern"
2008,Ginger Thai Express,69,4.2,(972) 481-1230,"6300 Skillman Street, Dallas",75231,Thai
2009,Knife - The Highland Hotel,42,3.3,(214) 443-9339,"The Highland Hotel, 5300 E Mockingbird Lane, Dallas",75206,"American,Steakhouse"
2010,Texadelphia,102,3.4,(214) 265-8044,"5500 Greenville Avenue, Suite 600, Dallas",75206,Sandwich
2011,Tony's Pizza & Pasta,122,3.5,(972) 267-9180,"18918 Midway Road, Suite 100, Dallas",75287,"Italian,Pizza,Sandwich"
2012,Torchy's Tacos,64,3.8,(972) 354-8226,"9440 Garland Road, Suite 234, Dallas",75218,"Taco,Tex-Mex"
2013,Red Lobster,40,3.3,(972) 889-8124,"9069 Vantage Point Drive, Dallas",75243,Seafood
2014,Blackfriar Pub,56,3.3,(214) 953-0599,"2621 McKinney Avenue, Dallas",75204,"Burger,British,Bar Food"
2015,Simply Fondue,75,3.4,(214) 827-8878,"2108 Greenville Avenue, Dallas",75206,"Swedish,French"
2016,Toulouse Cafe and Bar,473,3.9,(214) 520-8999,"3314 Knox Street, Dallas",75205,French
2017,Cindi's,70,3.6,(214) 744-4745,"306 S Houston Street, Dallas",75202,Cafe
2018,Great American Hero,103,4.1,(214) 521-2070,"4001 Lemmon Avenue, Dallas",75219,"American,Sandwich"
2019,Jimmy John's,55,3.4,(214) 741-2970,"1414 Elm Street, Suite 101, Dallas",75202,Sandwich
2020,Raising Cane's,80,3.5,(214) 360-6080,"5030 Greenville Avenue, Dallas",75206,"American,Southern"
2021,Bisous Bisous Patisserie,22,3.2,(214) 613-3570,"3700 McKinney Avenue, Suite 150, Dallas",75204,"Coffee and Tea,French,Desserts"
2022,Baker Bros American Deli,57,3.3,(214) 696-6030,"5500 Greenville Avenue, Suite 1102, Dallas",75206,"American,Sandwich,Deli"
2023,Saltgrass Steak House,107,3.5,(469) 330-0152,"13561 N Central Expressway, Dallas",75243,"American,Steakhouse"
2024,Mutt's Cantina,18,3.2,(214) 377-8723,"2889 Cityplace W Boulvard, Dallas",75204,"American,Burger"
2025,LA Gourmet Pizza,121,3.4,(214) 981-9337,"2709 McKinney Avenue, Dallas",75204,"Pizza,Italian"
2026,Jorge's Tex-Mex,43,3.2,(214) 720-2211,"One Arts Plaza, 1722 Routh Street, Dallas",75201,Tex-Mex
2027,Company Cafe & Bar,125,3.6,(214) 827-2233,"2104 Greenville Avenue, Dallas",75206,"American,Cafe"
2028,Penne Pomodoro,150,3.8,(214) 373-9911,"6815 Snider Plaza, Dallas",75205,Italian
2029,Fat Rabbit,19,2.9,(469) 941-4085,"2533 McKinney Avenue, Dallas",75201,"New American,Bar Food"
2030,Five Guys Burgers and Fries,143,3.7,(972) 239-8470,"Galleria Dallas,13350 Dallas Parkway, Rink Level, Dallas",75240,"Fast Food,Burger"
2031,Big Al's Mckinney Avenue Tavern,105,3.3,(214) 969-1984,"2822 McKinney Avenue, Dallas",75204,"American,Burger"
2032,Eden Restaurant & Pastries,132,3.4,(972) 267-3336,4416 W Lovers Lane,75209,American
2033,Casa Navarro,160,3.9,(214) 357-0141,"11742 Marsh Lane, Dallas",75229,Mexican
2034,Cake Bar at Trinity Groves,7,3,(972) 684-5801,"3011 Gulden Lane, Suite 117, Dallas",75212,Desserts
2035,Big Mama's Chicken & Waffles,144,3.4,(214) 340-3035,"9810 Forest Lane, Dallas",75243,American
2036,Alfredo's Pizza,87,4.1,(972) 307-1678,"4043 Trinity Mills Road, Dallas",75287,"Italian,Pizza"
2037,Suze,119,3.8,(214) 350-6135,"4345 W Northwest Highway, Dallas",75220,"French,Italian,Mediterranean"
2038,Chicken Scratch,225,3.3,(214) 749-1112,"2303 Pittman Street, Dallas",75208,"Sandwich,Southern"
2039,Zato Thai Cuisine and Sushi Bar,126,4.2,(214) 341-5321,"9090 Skillman Street, Suite 190A, Dallas",75243,"Thai,Japanese,Sushi"
2040,HOPE Coffee,4,2.8,(214) 766-7151,"4005 Swiss Avenue, Dallas",75204,Coffee and Tea
2041,Mad Hatter Cafe,63,3.5,(214) 954-9900,"400 North Saint Paul Street, Suite 120",75201,"Sandwich,Vegetarian"
2042,Big Shucks,110,3.3,(214) 887-6353,6232 E Mockingbird Lane,75214,"Seafood,Southern,Cajun"
2043,Uncle Wok,168,3.9,(214) 343-6670,"8440 Abrams Road, Suite 206, Dallas",75243,Chinese
2044,Enchilada's,88,3.4,(214) 748-8585,"1304 Elm Street, Dallas",75202,Tex-Mex
2045,Penne Pomodoro,141,3.7,(214) 368-3100,"11661 Preston Road, Suite 143, Dallas",75230,Italian
2046,Kuai Dumplings and Soups,140,3.2,(214) 571-4544,"1201 Elm Street, Lower Level, Dallas",75270,"Asian,Chinese,Frozen Yogurt"
2047,Mexico Lindo,106,3.7,(214) 319-9776,"7515 E Grand Ave, Dallas",75214,Tex-Mex
2048,Thai Spice,42,3.4,(469) 533-8424,"18111 Dallas Parkway, Suite 200",75287,"Seafood,Thai,Vegetarian"
2049,Fearing's - The Ritz-Carlton,329,3.5,(214) 922-4848,"The Ritz-Carlton, 2121 McKinney Avenue, Dallas",75201,New American
2051,Nazca Kitchen,75,3.8,(214) 696-2922,"8041 Walnut Hill Lane, Suite 854, Dallas",75231,Latin American
2052,Monkey King Noodle Co.,49,3.4,(469) 206-3658,"3014 Main Street, Dallas",75226,"Asian,Chinese"
2053,Hook Line & Sinker,39,3.2,(469) 587-5888,"17602 Preston Road, Dallas",75252,
2054,B.B.Bop Seoul Kitchen,64,4.2,(214) 812-9342,"5323 Greenville Avenue Suite 5, Dallas",75206,"Asian,Korean"
2055,Vindu Indian Cuisine,84,3.4,(972) 931-5999,"4701 Frankford Road, Suite 237, Dallas",75287,Indian
2056,Buffalo Wild Wings,44,3.2,(214) 520-7067,"4140 Lemmon Avenue, Suite 176, Dallas",75219,American
2057,Tigin Irish Pub and Restaurant,50,3.2,(972) 973-4228,"3200 East Airfield Drive, DFW Airport",75261,"British,Bar Food"
2058,Zio Al's Pizza and Pasta,40,3.7,(972) 820-0001,"3940 Rosemeade Parkway, Suite 120",75287,"Italian,Pizza"
2059,The Varsity Grill,128,4.3,(214) 342-3000,"9310 Forest Lane, Dallas",75243,"Burger,American"
2060,Coal Vines,422,3.6,(214) 855-4999,"2404 Cedar Springs Road, Dallas",75201,"American,Italian,Pizza"
2061,The Zodiac,108,3.6,(214) 573-5800,"Neiman Marcus, 1618 Main Street, Level Six, Dallas",75201,"American,International,Cafe"
2062,A & J Bakery,128,3.5,(214) 526-0077,"3515 Oak Lawn Avenue, Dallas",75219,American
2063,Ten Bells Tavern,42,3.4,(214) 943-2677,232 W 7th Street,75208,"Mediterranean,Pub Food,American,Seafood,Burger"
2064,Herrera's Tex-Mex,102,3.6,(214) 630-2599,5427 Denton Drive,75235,Mexican
2065,Tops Cafe,48,3.6,(214) 946-8111,"718 Wynnewood Village Shopping Center, Dallas",75224,"American,Southern"
2066,Celebrity Cafe & Bakery,46,3,(214) 373-0783,"Preston Oaks Shopping Center, 10720 Preston Road, Suite 1016, Dallas",75230,Cafe
2067,El Tizoncito,34,3.3,(214) 521-0201,"5150 Lemmon Avenue, Suite 111, Dallas",75209,Tex-Mex
2068,Buck's Prime,89,3.5,(214) 741-4141,"1950 Market Center Boulevard, Dallas",75207,American
2069,Opening Bell Coffee,52,3.9,(214) 565-0383,"1409 S Lamar Street, Dallas",75215,"Coffee and Tea,Cafe"
2070,Jade Garden Chinese,81,3.5,(214) 821-0675,"4800 Bryan Street, Dallas",75204,"Asian,Chinese"
2071,Neighborhood Services,365,3.9,(214) 350-5027,"5027 W Lovers Lane, Dallas",75209,New American
2072,Bowen House,16,3.1,(214) 484-1385,"2614 Boll Street, Dallas",75204,New American
2073,Bbbop Seoul Kitchen,8,2.7,(469) 941-4297,"2023 Greenville Avenue, Suite 130, Dallas",75206,"Asian,Fusion,Korean"
2074,Bistro N,93,3.9,(214) 231-3810,"8687 N Central Expy, Dallas",75225,"Cafe,American"
2075,Cuquita's Restaurant,149,3.6,(214) 575-3188,"8076 Spring Valley Road, Dallas",75240,Mexican
2076,Yumilicious,86,3.8,(214) 521-7888,"3800 McKinney Avenue, Suite 160, Dallas",75204,Frozen Yogurt
2077,Trailercakes Cupcakes,42,3.5,(214) 789-1642,"3001 Knox Street, Suite 101",75205,Desserts
2078,Dylan's Burger House,87,3.5,(972) 248-8789,"7529 Campbell Road, Suite 303, Dallas",75248,Burger
2079,Tacos Y Mas,73,3.8,(214) 824-8079,"5419 Ross Avenue, Dallas",75206,Mexican
2080,Seoul Garden,92,3.6,(972) 484-6090,"2502 Royal Lane, Dallas",75229,Korean
2081,Genghis Grill,86,3.5,(214) 987-3330,"5500 Greenville Avenue, Suite 402, Dallas",75206,"Asian,Mongolian"
2082,Oishii,423,3.9,(214) 599-9448,"2525 Wycliff Avenue, Dallas",75219,"Japanese,Sushi,Vietnamese"
2083,Project Pie,11,3.1,(469) 547-1257,"6030 Luther Lane, Suite 110, Dallas",75225,"Desserts,Pizza"
2084,Cafe de France,74,3.3,(972) 733-3400,"17370 Preston Road, Dallas",75252,French
2085,Black Eyed Pea,68,3.3,(214) 521-4580,3857 Cedar Springs Road,75219,"American,Southern"
2086,Cisco Grill,70,3.2,(214) 363-9506,"6630 Snider Plaza, Dallas",75205,"American,Burger,Southwestern"
2087,TGI Fridays,6,2.4,(972) 574-0420,"3200 East Airfield Dr, DFW Airport",75261,American
2088,Salata,9,3,(214) 855-9898,"1700 Pacific Avenue, Suite C 105, Dallas",75201,"American,Healthy Food"
2089,Bread Winners,36,3.2,(469) 232-9798,"8687 North Central Expressway, Dallas",75225,"American,Bakery"
2090,Casa Linda Bakery,130,3.7,(214) 321-0355,"10819 Garland Road, Dallas",75218,Desserts
2091,Saucy's Thai and Pho,74,3.7,(214) 378-8424,"5944 Royal Lane, Dallas",75230,"Thai,Vietnamese"
2092,Havana Cafe,55,3.4,(214) 660-9611,"1152 Buckner Boulevard, Suite 126, Dallas",75218,"Cuban,Desserts"
2093,Lucky's Cafe,325,3.9,(214) 522-3500,"3531 Oak Lawn Avenue, Dallas",75219,"American,Diner"
2094,Sushi Star,152,3.7,(214) 692-8989,"5956 Royal Lane, Dallas",75230,"Japanese,Sushi"
2095,Fuddruckers,95,3.4,(214) 360-0146,"5500 Greenville Avenue, Suite 505, Dallas",75206,"Burger,American"
2096,Raising Cane's,119,3.4,(972) 407-0007,"7651 Campbell Road, Dallas",75248,"American,Southern"
2097,Olive Garden,31,3.2,(972) 234-3292,"9079 Vantage Point Drive, Dallas",75243,Italian
2098,Campisi's,110,3.7,(972) 931-2267,"7632 Campbell Road, Dallas",75248,"Italian,Pizza"
2099,Rockfish Seafood Grill,82,3.3,(214) 823-8444,"5331 E Mockingbird Lane, First Level, Dallas",75206,Seafood
2100,Bugatti Ristorante,110,3.5,(214) 350-2470,"3802 W Northwest Highway, Dallas",75220,Italian
2101,The Grill on the Alley,83,3.3,(214) 459-1601,"Galleria Dallas, 13270 Dallas Parkway, Level one, Dallas",75240,"Seafood,Steakhouse"
2102,Pietro's Italian Restaurant,120,3.9,(214) 824-9403,"5722 Richmond Avenue, Dallas",75206,"Italian,Pizza"
2103,Sushi Yokohama,96,4.4,(972) 733-0223,"19009 Preston Road, Dallas",75252,"Sushi,Japanese"
2104,Mia's Tex-Mex Restaurant,670,3.8,(214) 526-1020,"4322 Lemmon Avenue, Dallas",75219,Tex-Mex
2105,Yolk,8,3,(214) 855-9655,"1722 Routh Street, Dallas",75201,Cafe
2106,Tortas La Hechizera,62,4,(972) 980-8021,"13531 Montfort Drive, Suite127, Dallas",75240,Mexican
