id,name,release date,director,duration,genre
steve_mcqueen_the_man_and_le_mans,Steve McQueen: The Man & Le Mans,"Nov 13, 2015 Limited","Gabriel Clarke,John McKenna,Jon McKenna",,"Documentary,Television,Sports & Fitness"
le-mansion-de-los-muertos-vivientes-mansion-of-the-living-dead,Le Mansión de los Muertos Vivientes (Mansion of the Living Dead),"Nov 18, 1985 Wide",Jesús Franco,,"Art House & International,Horror"
10011489-bananas,Bananas!,"Jun 20, 2009 Wide",Fredrik Gertten,,"Documentary,Art House & International,Special Interest"
dirty_harry,Dirty Harry,"Dec 24, 1971 Wide",Don Siegel,1 hr. 43 min.,"Drama,Mystery & Suspense,Classics"
bananas,Bananas,"Apr 28, 1971 Wide",Woody Allen,1 hr. 22 min.,"Classics,Comedy"
le_mans,Le Mans,"Jun 23, 1971 Wide",Lee H. Katzin,1 hr. 48 min.,"Drama,Action & Adventure,Classics"
fiddler_on_the_roof,Fiddler on the Roof,"Nov 3, 1971 Wide",Norman Jewison,2 hr. 59 min.,"Drama,Kids & Family,Musical & Performing Arts,Classics,Comedy"
clockwork_orange,A Clockwork Orange,"Dec 19, 1971 Wide",Stanley Kubrick,2 hr. 17 min.,"Drama,Mystery & Suspense,Classics,Science Fiction & Fantasy"
1076721-get_carter,Get Carter,"Jan 1, 1971 Wide",Mike Hodges,1 hr. 52 min.,"Drama,Action & Adventure,Mystery & Suspense"
1100569-get_carter,Get Carter,"Oct 6, 2000 Wide","Stephen T. Kay,Stephen Kay",,"Drama,Action & Adventure,Mystery & Suspense"
french_connection_ii,The French Connection II,"May 21, 1975 Wide","Robert L. Rosen,John Frankenheimer",1 hr. 59 min.,"Drama,Action & Adventure,Classics"
french_connection,The French Connection,"Oct 9, 1971 Wide",William Friedkin,1 hr. 44 min.,"Drama,Action & Adventure,Classics"
straw_dogs,Straw Dogs,"Dec 29, 1971 Wide",Sam Peckinpah,1 hr. 58 min.,"Mystery & Suspense,Drama"
macbeth-1972,Macbeth,"Oct 13, 1971 Wide","Roman Polanski,Roman Pola?ski",2 hr. 20 min.,Drama
10007336-macbeth,Macbeth,"Sep 10, 2006 Wide",Geoffrey Wright,1 hr. 49 min.,"Drama,Musical & Performing Arts,Mystery & Suspense"
macbeth_2015,Macbeth,"Dec 4, 2015 Wide",Justin Kurzel,,"Art House & International,Drama"
1018699-shaft,Shaft,"Jan 1, 1971 Wide",Gordon Parks,1 hr. 40 min.,"Classics,Action & Adventure"
the_connection,The Connection,"May 15, 2015 Limited","Shannon Harvey,Cédric Jimenez",,"Documentary,Action & Adventure,Mystery & Suspense"
thx_1138,THX 1138,"Mar 11, 1971 Wide",George Lucas,1 hr. 28 min.,"Drama,Science Fiction & Fantasy"
straw-dogs-2011,Straw Dogs,"Sep 16, 2011 Wide",Rod Lurie,,Mystery & Suspense
1098038-shaft,Shaft,"Jun 16, 2000 Wide",John Singleton,,"Drama,Action & Adventure"
billy_jack_goes_to_washington,Billy Jack Goes to Washington,"Jan 1, 1977 Wide",Tom Laughlin,2 hr. 35 min.,"Drama,Action & Adventure,Art House & International"
billy_jack,Billy Jack,"May 1, 1971 Wide","Clark Howat,Delores Taylor,T.C. Frank,Tom Laughlin",2 hr.,"Drama,Action & Adventure,Classics,Special Interest,Cult Movies"
1142881-vanishing_point,Vanishing Point,"Jan 7, 1997 Wide",Charles Robert Carner,1 hr. 32 min.,"Drama,Action & Adventure,Television"
house_of_terror,House of Terror,"Mar 1, 1975 Wide",Sergei Goncharoff,,"Drama,Horror"
dr_terrors_house_of_horrors,Dr. Terror's House of Horrors (The Blood Suckers),"Feb 23, 1965 Wide",Freddie Francis,,"Horror,Classics,Science Fiction & Fantasy"
1148331-evel_knievel,Evel Knievel,"Jul 30, 2004 Wide",John Badham,1 hr. 31 min.,"Drama,Action & Adventure"
evel_knievel,Evel Knievel,"Sep 10, 1971 Wide",Marvin J. Chomsky,1 hr. 30 min.,"Drama,Action & Adventure"
run_silent_run_deep,"Run Silent, Run Deep","Mar 27, 1958 Wide",Robert Wise,1 hr. 33 min.,"Drama,Action & Adventure,Classics"
silent_running,Silent Running,"Jan 1, 1972 Wide",Douglas Trumbull,1 hr. 30 min.,"Drama,Action & Adventure,Science Fiction & Fantasy"
fear_runs_silent,Fear Runs Silent,"Jun 1, 1999 Wide","Serge Rodnusky,Serge Rodnunsky",1 hr. 30 min.,Horror
the_barefoot_executive,The Barefoot Executive,"Nov 11, 1995 Wide",Susan Seidelman,,"Television,Comedy"
sounder2003,Sounder,"Jan 19, 2003 Wide",Kevin Hooks,1 hr. 27 min.,"Drama,Television,Kids & Family"
godfather_part_iii,"The Godfather, Part III","Dec 25, 1990 Wide",Francis Ford Coppola,2 hr. 50 min.,"Drama,Action & Adventure"
godfather_part_ii,"The Godfather, Part II","Dec 20, 1974 Wide",Francis Ford Coppola,3 hr. 20 min.,"Mystery & Suspense,Drama"
sounder,Sounder,"Aug 18, 1972 Wide",Martin Ritt,1 hr. 45 min.,"Drama,Kids & Family,Classics"
1022504-vanishing_point,Vanishing Point,"Jan 1, 1971 Wide","Richard C. Sarafian,Stephen A. Smith,Julia Szucs",1 hr. 47 min.,"Drama,Action & Adventure,Classics"
godfather,The Godfather,"Mar 24, 1972 Wide",Francis Ford Coppola,2 hr. 55 min.,Drama
barefoot_executive,The Barefoot Executive,"Mar 17, 1971 Wide",Robert Butler,1 hr. 36 min.,"Television,Kids & Family,Classics,Comedy"
deliverance-1919,Deliverance,"Aug 19, 1919 Wide",George Foster Platt,,"Drama,Special Interest"
avanti,Avanti!,"Jan 1, 1972 Wide",Billy Wilder,2 hr. 23 min.,"Drama,Romance,Comedy"
beyond_the_poseidon_adventure,Beyond the Poseidon Adventure,"May 18, 1979 Wide",Irwin Allen,2 hr. 2 min.,Action & Adventure
nine_lives_of_fritz_the_cat,The Nine Lives of Fritz the Cat,"Jun 26, 1974 Wide",Robert Taylor (III),1 hr. 16 min.,"Comedy,Animation"
oh_calcutta_1973,Oh! Calcutta!,"Feb 22, 1973 Wide","Blessy,Guillaume Martin Aucion",,"Musical & Performing Arts,Comedy"
ayanda,Ayanda (Ayanda and the Mechanic),"Jun 13, 2015 Wide",Sara Blecher,,"Drama,Romance,Art House & International"
deliverance,Deliverance,"Jul 21, 1972 Wide",John Boorman,1 hr. 49 min.,"Drama,Classics"
1156154-poseidon_adventure,The Poseidon Adventure,"Oct 9, 2005 Wide",John Putch,3 hr.,"Drama,Action & Adventure,Television"
1013632-mechanic,The Mechanic,"Jan 1, 1972 Limited",Michael Winner,1 hr. 40 min.,"Drama,Action & Adventure,Mystery & Suspense,Classics"
mechanic,The Mechanic,"Jan 28, 2011 Wide",Simon West,,"Drama,Action & Adventure,Mystery & Suspense"
1016584-poseidon_adventure,The Poseidon Adventure,"Dec 12, 1972 Wide",Ronald Neame,1 hr. 57 min.,"Drama,Action & Adventure,Mystery & Suspense"
stanley,Stanley,"May 23, 1972 Wide",William Grefe,1 hr. 48 min.,Horror
stanley_kubrick_a_life_in_pictures,Stanley Kubrick: A Life in Pictures,"Jan 1, 2001 Wide",Jan Harlan,,"Documentary,Television,Special Interest"
last_house_on_the_left,The Last House on the Left,"Aug 30, 1972 Wide",Wes Craven,1 hr. 23 min.,"Horror,Classics,Cult Movies"
fritz_the_cat,Fritz the Cat,"Jan 25, 1972 Wide",Ralph Bakshi,1 hr. 17 min.,Animation
1205377-last_house_on_the_left,The Last House on the Left,"Mar 13, 2009 Wide",Dennis Iliadis,,"Drama,Horror,Mystery & Suspense"
tales_from_the_crypt_presents_bordello_of_blood,Tales from the Crypt Presents Bordello of Blood,"Aug 16, 1996 Wide",Gilbert Adler,1 hr. 27 min.,"Horror,Comedy"
the_getaway,The Getaway,"Jan 1, 2010 Wide",Ellen Novack,,Special Interest
the_legend_of_boggy_creek,The Legend of Boggy Creek,"Dec 13, 1973 Wide",Charles B. Pierce,1 hr. 30 min.,"Documentary,Drama,Horror,Mystery & Suspense,Classics"
silent_night_bloody_night,"Silent Night, Bloody Night","Jan 1, 1973 Wide","Andy Warhol,Candy Darling,Jack Smith,Thomas Gershuny,John Carradine,Mary Woronov,Theodore Gershuny",1 hr. 23 min.,"Horror,Mystery & Suspense,Classics"
1196003-princess_and_the_frog,The Princess and the Frog,"Dec 11, 2009 Wide","John Musker,Ron Clements",,"Animation,Romance,Comedy,Kids & Family,Musical & Performing Arts,Science Fiction & Fantasy"
frogs,Frogs,"Mar 10, 1972 Limited",George McCowan,1 hr. 30 min.,"Drama,Horror,Classics"
cowboys_vs_dinosaurs,Cowboys Vs. Dinosaurs,"May 19, 2015 Limited",Ari Novak,,"Action & Adventure,Science Fiction & Fantasy"
outfit,The Outfit,"Jun 1, 1993 Wide",J. Christian Ingvordsen,1 hr. 32 min.,"Drama,Action & Adventure,Mystery & Suspense"
cowboys,The Cowboys,"Jan 13, 1972 Wide",Mark Rydell,2 hr. 8 min.,"Western,Drama,Classics"
the_outfit,The Outfit,"Jan 1, 1974 Wide","John Flynn,John J. Flynn Jr.",,"Mystery & Suspense,Drama"
1047985-getaway,The Getaway,"Feb 11, 1994 Wide",Roger Donaldson,1 hr. 55 min.,"Drama,Action & Adventure,Mystery & Suspense"
the-heartbreak-kid1993,The Heartbreak Kid,"Jun 17, 1993 Wide",Michael Jenkins,,Drama
1008243-getaway,The Getaway,"Dec 13, 1972 Limited",Sam Peckinpah,2 hr. 2 min.,"Drama,Action & Adventure,Classics"
inside_deep_throat,Inside Deep Throat,"Feb 11, 2005 Wide","Fenton Bailey,Randy Barbato",,"Documentary,Television"
the_heartbreak_kid,The Heartbreak Kid,"Oct 5, 2007 Wide","Peter Farrelly,Bobby Farrelly",,"Drama,Romance,Comedy"
1020820-tales_from_the_crypt,Tales from the Crypt,"Mar 8, 1972 Wide",Freddie Francis,1 hr. 32 min.,"Horror,Mystery & Suspense,Classics"
atragon_1965,Atragon (Kaitei gunkan) (Atoragon: Flying Supersub),"Mar 11, 1965 Wide",Ishirô Honda,,"Action & Adventure,Art House & International,Science Fiction & Fantasy"
1776,1776,"Jan 1, 1972 Wide","Peter Hunt,Peter H. Hunt",2 hr. 20 min.,"Drama,Musical & Performing Arts,Classics"
charlottes_web_2_wilburs_great_adventure,Charlotte's Web 2 - Wilbur's Great Adventure,"Mar 18, 2003 Wide",Mario Piluso,1 hr. 19 min.,"Action & Adventure,Animation,Kids & Family"
1073595-sleepers,Sleepers,"Oct 18, 1996 Wide",Barry Levinson,2 hr. 27 min.,"Mystery & Suspense,Drama"
scarecrow1972,Scarecrow,"Jan 10, 1972 Wide",Boris Sagal,,Musical & Performing Arts
1003952-charlottes_web,Charlotte's Web,"Feb 22, 1973 Wide","Agnes Moorehead,Charles Nelson Reilly,Danny Bonaduce,Debbie Reynolds,Don Messick,Henry Gibson,Herb Vigran,John Stephenson,Martha Scott,Pamelyn Ferdin,Paul Lynde,Rex Allen,Charles A. Nichols,Iwao Takamoto",1 hr. 33 min.,"Animation,Kids & Family"
sting_2,The Sting II,"Feb 18, 1983 Wide","Jeremy Kagan,Jeremy Kagen",1 hr. 41 min.,Comedy
1020130-sting,The Sting,"Dec 1, 1973 Wide",George Roy Hill,2 hr. 9 min.,"Drama,Classics,Comedy"
1018318-scarecrow,Scarecrow,"Jan 1, 1973 Wide",Jerry Schatzberg,1 hr. 52 min.,"Drama,Classics"
1033052-robin_hood,Robin Hood,"May 13, 1991 Wide",John Irvin,1 hr. 56 min.,"Drama,Action & Adventure,Television,Romance,Art House & International"
1001577-badlands,Badlands,"Jan 1, 1974 Wide","Terence Malick,Terrence Malick",1 hr. 35 min.,"Drama,Action & Adventure,Mystery & Suspense,Classics,Cult Movies"
1017699-robin_hood,Robin Hood,"Nov 8, 1973 Wide",Wolfgang Reitherman,1 hr. 23 min.,"Action & Adventure,Animation,Kids & Family,Romance,Musical & Performing Arts"
1120113-scarecrow,Scarecrow,"Jan 1, 2002 Wide","Emmanuel Itier,Emanuel Itier",,Horror
exorcist_3,The Exorcist III,"Aug 17, 1990 Wide",William Peter Blatty,1 hr. 49 min.,Horror
exorcist_the_beginning,Exorcist: The Beginning,"Aug 20, 2004 Wide",Renny Harlin,,"Drama,Horror,Mystery & Suspense"
robin_hood_2010,Robin Hood,"May 14, 2010 Wide",Ridley Scott,,"Drama,Action & Adventure"
mean_streets,Mean Streets,"Jan 1, 1973 Limited",Martin Scorsese,1 hr. 52 min.,"Drama,Classics"
charlottes_web,Charlotte's Web,"Dec 15, 2006 Wide",Gary Winick,,"Drama,Animation,Kids & Family"
exorcist,The Exorcist,"Dec 26, 1973 Wide",William Friedkin,2 hr. 2 min.,"Classics,Horror"
sleeper,Sleeper,"Dec 17, 1973 Wide",Woody Allen,1 hr. 28 min.,"Classics,Science Fiction & Fantasy,Comedy"
serpico,Serpico,"Dec 5, 1973 Limited",Sidney Lumet,2 hr. 9 min.,"Drama,Mystery & Suspense,Classics"
1069466-holy_mountain,The Holy Mountain,"Jan 1, 1926 Wide",Arnold Fanck,,"Drama,Art House & International,Classics"
7-plus-seven-14-up,7 Plus Seven (14 Up),"Dec 31, 1964 Wide","Michael Apted,Paul Almond",,"Documentary,Special Interest"
holy_mountain,The Holy Mountain,"Nov 29, 1973 Limited",Alejandro Jodorowsky,2 hr. 6 min.,"Drama,Art House & International,Science Fiction & Fantasy,Special Interest"
1023007-walking_tall,Walking Tall,"Jan 1, 1973 Wide",Phil Karlson,2 hr. 5 min.,"Drama,Action & Adventure,Classics"
the_forgotten_2003,The Forgotten,"Nov 7, 2003 Wide","Vincente Stasolla,Vincente Stasolla",1 hr. 31 min.,Drama
train_robbers,The Train Robbers,"Feb 7, 1973 Wide",Burt Kennedy,1 hr. 32 min.,"Western,Action & Adventure,Classics"
forgotten,The Forgotten,"Sep 24, 2004 Wide",Joseph Ruben,,"Drama,Action & Adventure,Mystery & Suspense,Science Fiction & Fantasy"
1094364-tom_sawyer,Tom Sawyer,"Jan 1, 2000 Wide","Phil Mendez,Paul Sabella,Phil Mendex,Hermine Huntgeburth",1 hr. 29 min.,"Action & Adventure,Animation,Kids & Family"
dont_think_ive_forgotten_cambodias_lost_rock_and_roll_2014,Don't Think I've Forgotten: Cambodia's Lost Rock And Roll,"Apr 22, 2015 Limited",John Pirozzi,,Documentary
walking_tall,Walking Tall,"Apr 2, 2004 Wide",Kevin Bray,,"Drama,Action & Adventure"
1021638-tom_sawyer,Tom Sawyer,"Mar 15, 1973 Wide","Hermine Huntgeburth,Don Taylor",1 hr. 43 min.,"Action & Adventure,Kids & Family,Musical & Performing Arts"
day_of_the_dolphin,The Day of the Dolphin,"Dec 19, 1973 Wide",Mike Nichols,1 hr. 44 min.,"Drama,Action & Adventure,Mystery & Suspense,Classics,Science Fiction & Fantasy"
tom_at_the_farm,Tom at the Farm,"Aug 14, 2015 Limited",Xavier Dolan,,"Mystery & Suspense,Drama"
the_seven_ups,The Seven-Ups,"Jun 1, 1973 Wide","Philip D'Antoni,Phil D'Antoni",1 hr. 43 min.,"Drama,Action & Adventure,Mystery & Suspense,Classics"
american_graffiti,American Graffiti,"Aug 1, 1973 Wide",George Lucas,1 hr. 53 min.,"Drama,Comedy"
tomorrowland_2015,Tomorrowland,"May 22, 2015 Wide",Brad Bird,,Science Fiction & Fantasy
more_american_graffiti,More American Graffiti,"Aug 3, 1979 Wide",Bill L. Norton,,"Drama,Comedy"
day_after_tomorrow,The Day After Tomorrow,"May 28, 2004 Wide",Roland Emmerich,,"Drama,Action & Adventure,Mystery & Suspense,Science Fiction & Fantasy"
white_lightning,White Lightning,"Oct 22, 1973 Limited",Joseph Sargent,1 hr. 40 min.,"Drama,Action & Adventure,Classics"
pat_garrett_and_billy_the_kid,Pat Garrett & Billy the Kid,"May 23, 1973 Wide",Sam Peckinpah,1 hr. 46 min.,"Western,Classics"
shamus,Shamus,"Jan 1, 1973 Wide",Buzz Kulik,1 hr. 39 min.,"Action & Adventure,Mystery & Suspense,Comedy"
cockfighter,Cockfighter,"Dec 31, 1974 Wide",Monte Hellman,1 hr. 23 min.,"Drama,Classics"
phantom_of_the_paradise,Phantom of the Paradise,"Oct 31, 1974 Wide",Brian DePalma,1 hr. 31 min.,"Horror,Musical & Performing Arts,Classics,Comedy,Cult Movies"
1012665-longest_yard,The Longest Yard,"Aug 30, 1974 Wide",Robert Aldrich,2 hr. 5 min.,"Drama,Action & Adventure,Classics,Comedy"
crazy_heart,Crazy Heart,"Dec 16, 2009 Wide",Scott Cooper,,"Drama,Romance,Musical & Performing Arts"
longest_yard,The Longest Yard,"May 27, 2005 Wide","Peter Segal,Peter Segal",,"Drama,Comedy"
crazies,The Crazies,"Jan 1, 1973 Wide",George A. Romero,1 hr. 43 min.,"Action & Adventure,Horror,Mystery & Suspense,Science Fiction & Fantasy"
1037105-front_page,The Front Page,"Dec 1, 1974 Limited",Billy Wilder,1 hr. 45 min.,"Drama,Mystery & Suspense,Classics,Comedy"
schlock,Schlock,"Mar 1, 1973 Wide",John Landis,1 hr. 17 min.,"Horror,Science Fiction & Fantasy,Comedy"
1007942-front_page,The Front Page,"Apr 4, 1931 Wide","Preston Sturges,Lewis Milestone",1 hr. 41 min.,"Classics,Comedy"
front_page_woman,Front Page Woman,"Jul 20, 1935 Wide",Michael Curtiz,,"Drama,Romance"
1205380-crazies,The Crazies,"Feb 26, 2010 Wide",Breck Eisner,,"Drama,Action & Adventure,Horror,Mystery & Suspense,Science Fiction & Fantasy"
is_the_man_who_is_tall_happy_an_animated_conversation_with_noam_chomsky,Is the Man Who Is Tall Happy?: An Animated Conversation with Noam Chomsky,"Nov 22, 2013 Limited",Michel Gondry,,"Documentary,Animation,Special Interest"
conversations_with_other_women,Conversations With Other Women,"Aug 11, 2006 Wide",Hans Canosa,1 hr. 24 min.,"Drama,Art House & International,Comedy"
conversation,The Conversation,"Apr 7, 1974 Wide",Francis Ford Coppola,1 hr. 53 min.,"Mystery & Suspense,Drama"
dark_star,Dark Star,"Apr 1, 1974 Wide",John Carpenter,1 hr. 23 min.,"Classics,Science Fiction & Fantasy,Comedy,Cult Movies"
thats_entertainment_part_2,"That's Entertainment, Part 2","Jan 1, 1976 Wide","Gene Kelly,Jack Haley Jr.",2 hr. 13 min.,"Documentary,Television,Musical & Performing Arts,Classics"
thats_entertainment,That's Entertainment,"Dec 31, 1973 Wide","Bing Crosby,Clark Gable,Cyd Charisse,Debbie Reynolds,Donald O'Connor,Elizabeth Taylor,Esther Williams,Frank Sinatra,Fred Astaire,Gene Kelly,James Stewart,Jimmy Durante,Judy Garland,Liza Minnelli,Jack Haley Jr.,Jack Haley",2 hr. 12 min.,"Documentary,Television,Musical & Performing Arts,Classics"
thats-entertainment-iii,That's Entertainment! III,"May 6, 1994 Wide","Bud Friedgen,Michael J. Sheridan",1 hr. 53 min.,"Documentary,Television,Musical & Performing Arts"
dark_star_hr_gigers_world_2015,Dark Star: HR Giger's World,"May 15, 2015 Wide",Belinda Sallin,,Documentary
lenny_cooke_2013,Lenny Cooke,"Dec 6, 2013 Limited","Ben Safdie,Joshua Safdie",,"Documentary,Sports & Fitness,Special Interest"
lenny,Lenny,"Jan 1, 1974 Wide",Bob Fosse,1 hr. 51 min.,"Drama,Classics"
mamele-little-mother,Mamele (Little Mother),"Dec 25, 1938 Wide","Joseph Green,Konrad Tom",,"Musical & Performing Arts,Art House & International,Classics,Comedy"
star_trek_into_darkness,Star Trek Into Darkness,"May 16, 2013 Wide",J.J. Abrams,,Science Fiction & Fantasy
chinatown-1999,Chinatown,"Mar 1, 1999 Limited",Eric Lin,,Drama
chinatown_after_dark,Chinatown After Dark,"Oct 15, 1931 Wide","Stuart Paton,Ralph M. Like",50 min.,"Drama,Horror,Mystery & Suspense,Classics"
1010793-its_alive,It's Alive,"Dec 31, 1973 Wide",Larry Cohen,1 hr. 30 min.,"Drama,Horror,Mystery & Suspense,Classics"
mame,Mame,"Mar 27, 1974 Wide",Gene Saks,2 hr. 12 min.,"Musical & Performing Arts,Classics,Comedy"
chinatown,Chinatown,"Jan 1, 1974 Wide","Roman Polanski,Roman Pola?ski",2 hr. 10 min.,"Drama,Mystery & Suspense,Classics"
benji_the_hunted,Benji the Hunted,"Jun 5, 1987 Wide",Joe Camp,1 hr. 29 min.,"Action & Adventure,Kids & Family,Comedy"
hearts_and_minds,Hearts & Minds,"Mar 20, 2009 Wide",Peter Davis,,"Documentary,Special Interest"
hearts-and-minds-1996,Hearts and Minds,"Jan 10, 1997 Wide",Ralph Ziman,,"Mystery & Suspense,Drama"
hearts_and_minds_2004,Hearts and Minds,"Oct 22, 2004 Limited","Peter Davis (II),Peter Davis",1 hr. 52 min.,Documentary
benji,Benji,"Oct 17, 1974 Limited","Chike and Coodle,Joe Camp",1 hr. 25 min.,"Documentary,Action & Adventure,Kids & Family"
1023513-where_the_red_fern_grows,Where the Red Fern Grows,"Jun 27, 1974 Wide",Norman Tokar,1 hr. 37 min.,"Drama,Action & Adventure,Kids & Family,Classics"
big_bad_mama_ii,Big Bad Mama II,"Oct 1, 1987 Wide",Jim Wynorski,1 hr. 25 min.,"Drama,Action & Adventure,Comedy"
where_the_red_fern_grows_2004,Where the Red Fern Grows,"Dec 21, 2004 Wide","Lyman Dayton,Lyman D. Dayton,Sam Pillsbury",1 hr. 30 min.,"Drama,Kids & Family"
big_bad_mama,Big Bad Mama,"Jan 1, 1974 Wide",Steve Carver,1 hr. 23 min.,"Drama,Action & Adventure,Comedy"
uncharted_drakes_fortune,Uncharted: Drake's Fortune,"Jun 30, 2017 Wide",Seth Gordon,,Action & Adventure
fortune,The Fortune,"May 20, 1975 Wide",Mike Nichols,1 hr. 28 min.,"Action & Adventure,Comedy"
the-man-who-would-be-polka-king,The Man Who Would Be Polka King,"Jun 5, 2009 Wide","John Mikulak,Joshua von Brown,Joshua Brown",,"Musical & Performing Arts,Documentary"
man_who_would_be_king,The Man Who Would Be King,"Jan 1, 1975 Wide",John Huston,2 hr. 9 min.,Action & Adventure
apple_dumpling_gang_rides_again,The Apple Dumpling Gang Rides Again,"Jun 27, 1979 Wide",Vincent McEveety,1 hr. 28 min.,"Western,Kids & Family,Comedy"
apple_dumpling_gang,The Apple Dumpling Gang,"Jul 1, 1975 Limited",Norman Tokar,1 hr. 40 min.,"Western,Kids & Family,Comedy"
black_shampoo,Black Shampoo,"Mar 5, 1976 Limited","Graydon Clark,Greydon Clark",1 hr. 23 min.,"Drama,Action & Adventure"
love-and-death-in-shanghai,Love and Death in Shanghai,"Dec 10, 2007 Wide",Phil Agland,,Documentary
jaws_3,Jaws 3,"Jul 22, 1983 Wide",Joe Alves,1 hr. 39 min.,"Action & Adventure,Horror,Mystery & Suspense"
jaws_2,Jaws 2,"Jun 16, 1978 Limited",Jeannot Szwarc,1 hr. 56 min.,"Action & Adventure,Horror,Mystery & Suspense"
love_and_death,Love and Death,"Jun 10, 1975 Limited",Woody Allen,1 hr. 25 min.,"Drama,Classics,Comedy"
rocky_horror_picture_show,The Rocky Horror Picture Show,"Sep 25, 1975 Wide",Jim Sharman,1 hr. 40 min.,"Classics,Comedy,Cult Movies,Horror,Musical & Performing Arts,Science Fiction & Fantasy"
jaws,Jaws,"Jun 1, 1975 Wide",Steven Spielberg,2 hr. 4 min.,"Drama,Action & Adventure,Mystery & Suspense"
shampoo,Shampoo,"Feb 14, 1975 Wide",Hal Ashby,1 hr. 50 min.,"Classics,Comedy"
escape-to-witch-mountain1995,Escape to Witch Mountain,"Apr 29, 1995 Wide",Peter Rader,,"Action & Adventure,Television,Kids & Family,Science Fiction & Fantasy"
escape_to_witch_mountain,Escape to Witch Mountain,"Mar 21, 1975 Wide",John Hough,1 hr. 45 min.,"Action & Adventure,Kids & Family,Science Fiction & Fantasy"
1011558-killer_elite,The Killer Elite,"Dec 17, 1975 Wide",Sam Peckinpah,2 hr. 2 min.,"Drama,Action & Adventure,Mystery & Suspense"
midway_to_heaven,Midway to Heaven,"Feb 4, 2011 Limited","Michael Flynn,Michael Flynn,Michael Flynn",1 hr. 22 min.,"Comedy,Romance"
killer_elite_2011,Killer Elite,"Sep 23, 2011 Wide",Gary McKendry,,"Mystery & Suspense,Action & Adventure"
death_race_2000,Death Race 2000,"Apr 1, 1975 Wide",Paul Bartel,1 hr. 18 min.,"Action & Adventure,Classics,Science Fiction & Fantasy"
death_race,Death Race,"Aug 21, 2008 Wide",Paul W.S. Anderson,,"Action & Adventure,Mystery & Suspense,Science Fiction & Fantasy"
1122761-framed,Framed,"Jan 1, 2001 Wide","Phil Karlson,Daniel Petrie Jr.,Daniel Petrie Jr,Daniel Petrie",1 hr. 31 min.,"Drama,Action & Adventure,Television,Mystery & Suspense"
midway,Midway,"Jun 18, 1976 Wide",Jack Smight,2 hr. 12 min.,"Documentary,Drama,Action & Adventure,Classics"
1007796-framed,Framed,"Aug 1, 1975 Wide",Phil Karlson,1 hr. 46 min.,"Drama,Action & Adventure,Mystery & Suspense,Classics"
1035318-framed,Framed,"May 25, 1947 Wide",Richard Wallace,,"Drama,Mystery & Suspense,Classics"
1122759-bug,Bug,"Feb 28, 2002 Wide","Phil Hay,Matt Manfredi,Phil May",1 hr. 26 min.,"Horror,Comedy"
1152629-rocky,Rocky,"Apr 26, 1981 Wide",Sunil Dutt,,"Art House & International,Action & Adventure"
1003217-bug,Bug,"Jun 1, 1975 Wide",Jeannot Szwarc,1 hr. 39 min.,"Horror,Mystery & Suspense,Classics,Science Fiction & Fantasy"
adventures-of-a-taxi-driver,Adventures of a Taxi Driver,"May 1, 1976 Wide",Stanley A. Long,,"Drama,Action & Adventure,Art House & International,Comedy"
bug,Bug,"Sep 25, 2006 Wide",William Friedkin,,"Mystery & Suspense,Drama"
ultramarathon_man,"Ultramarathon Man: 50 Marathons, 50 States, 50 Days","Jul 31, 2008 Wide","J.B. Benna,JB Benna",1 hr. 50 min.,"Documentary,Sports & Fitness,Special Interest"
1017776-rocky,Rocky,"Nov 21, 1976 Limited",John G. Avildsen,1 hr. 59 min.,"Sports & Fitness,Drama"
marathon_man,Marathon Man,"Oct 6, 1976 Wide",John Schlesinger,2 hr. 5 min.,"Mystery & Suspense,Drama"
taxi_driver,Taxi Driver,"Feb 8, 1976 Wide",Martin Scorsese,1 hr. 52 min.,"Mystery & Suspense,Drama"
logans_run_2013,Logan's Run,"Jan 1, 2013 Limited","Joseph Kosinski,Carl Erik Rinsch",,"Drama,Action & Adventure,Mystery & Suspense,Science Fiction & Fantasy"
logans_run,Logan's Run,"Jun 23, 1976 Wide","Michael Anderson,Michael Anderson Jr.",2 hr.,"Drama,Action & Adventure,Science Fiction & Fantasy"
1006648-enforcer,The Enforcer,"Feb 24, 1951 Wide","Raoul Walsh,Bretaigne Windust",1 hr. 27 min.,"Drama,Mystery & Suspense,Classics"
1006646-enforcer,The Enforcer,"Jan 1, 1976 Wide","James Fargo,Allen E. Smith",1 hr. 36 min.,"Drama,Action & Adventure,Mystery & Suspense"
bad_news_bears_go_to_japan,The Bad News Bears Go To Japan,"Jan 1, 1978 Wide",John Berry,1 hr. 32 min.,Comedy
1006583-eaten_alive,Eaten Alive (Mangiati vivi!),"Mar 20, 1980 Wide",Umberto Lenzi,,"Action & Adventure,Horror,Art House & International"
bad_news_bears,Bad News Bears,"Jul 22, 2005 Wide",Richard Linklater,,Comedy
1123000-carrie,Carrie,"Nov 4, 2002 Wide",David Carson,2 hr. 12 min.,Horror
1006438-eaten_alive,Eaten Alive,"Jun 30, 1977 Wide",Tobe Hooper,1 hr. 36 min.,"Mystery & Suspense,Horror"
1003625-carrie,Carrie,"Nov 16, 1976 Wide",Brian DePalma,1 hr. 38 min.,Horror
grizzly_2015,Into The Grizzly Maze,"Jun 26, 2015 Limited",David Hackl,,"Action & Adventure,Horror,Mystery & Suspense"
