id,name,release date,director,duration,genre
tt0414426,Quid Pro Quo,20 January 2008 (USA),Carlos Brooks,82 min,"Drama,Mystery,Thriller"
tt1324999,The Twilight Saga: Breaking Dawn - Part 1,18 November 2011 (USA),Bill Condon,117 min,"Adventure,Drama,Fantasy"
tt0189998,Shadow of the Vampire,26 January 2001 (USA),E. Elias Merhige,92 min,"Drama,Horror"
tt0787470,Balls Out: Gary the Tennis Coach,9 April 2009 (Australia),Danny Leiner,92 min,"Comedy,Sport"
tt0280969,My Little Eye,4 October 2002 (UK),Marc Evans,95 min,"Horror,Mystery,Thriller"
tt0932669,Older Than America,10 February 2012 (UK),Georgina Lightning,102 min,Drama
tt1031969,The Rocker,20 August 2008 (USA),Peter Cattaneo,102 min,"Comedy,Music"
tt0457400,Land of the Lost,5 June 2009 (USA),Brad Silberling,102 min,"Adventure,Comedy,Sci-Fi"
tt0349193,Bending All the Rules,27 September 2002 (USA),"Morgan Klein,Peter Knight",87 min,Drama
tt0841046,Walk Hard: The Dewey Cox Story,21 December 2007 (USA),Jake Kasdan,96 min,"Comedy,Music"
tt0036376,Son of Dracula,5 November 1943 (USA),Robert Siodmak,80 min,Horror
tt0027545,Dracula's Daughter,11 May 1936 (USA),Lambert Hillyer,71 min,"Drama,Fantasy,Horror"
tt0040068,Abbott and Costello Meet Frankenstein,15 June 1948 (USA),Charles Barton,83 min,"Comedy,Horror,Sci-Fi"
tt0037793,House of Dracula,7 December 1945 (USA),Erle C. Kenton,67 min,"Fantasy,Horror,Sci-Fi"
tt0032818,The Mummy's Hand,20 September 1940 (USA),Christy Cabanne,67 min,"Adventure,Horror"
tt0037098,The Mummy's Curse,22 December 1944 (USA),Leslie Goodwins,60 min,"Horror,Thriller"
tt0047573,Them!,19 June 1954 (USA),Gordon Douglas,94 min,"Horror,Sci-Fi"
tt0097230,Dracula's Widow,2 July 1988 (South Korea),Christopher Coppola,86 min,Horror
tt0049103,The Creature Walks Among Us,26 April 1956 (USA),John Sherwood,78 min,"Horror,Sci-Fi"
tt0048554,Revenge of the Creature,22 July 1955 (Finland),Jack Arnold,82 min,"Horror,Sci-Fi"
tt0377818,The Dukes of Hazzard,5 August 2005 (USA),Jay Chandrasekhar,104 min,"Action,Adventure,Comedy"
tt0035096,The Mummy's Tomb,23 October 1942 (USA),Harold Young,60 min,"Action,Adventure,Drama"
tt0090196,Transylvania 6-5000,8 November 1985 (USA),Rudy De Luca,93 min,"Comedy,Horror"
tt0080437,The Big Red One,28 May 1980 (France),Samuel Fuller,113 min,"Drama,War"
tt0454987,Let's Go to Prison,17 November 2006 (USA),Bob Odenkirk,84 min,"Comedy,Crime"
tt0064110,The Bridge at Remagen,23 October 1969 (Sweden),John Guillermin,115 min,"Action,Drama,War"
tt0057811,633 Squadron,11 July 1964 (Japan),Walter Grauman,102 min,"War,Drama"
tt0077416,The Deer Hunter,23 February 1979 (USA),Michael Cimino,183 min,"Drama,War"
tt0426592,Superhero Movie,28 March 2008 (USA),Craig Mazin,75 min,"Action,Comedy,Sci-Fi"
tt0031381,Gone with the Wind,17 January 1940 (USA),"Victor Fleming,George Cukor",238 min,"Drama,Romance,War"
tt0047296,On the Waterfront,22 June 1954 (Japan),Elia Kazan,108 min,"Crime,Drama"
tt0066999,Dirty Harry,23 December 1971 (USA),Don Siegel,102 min,"Action,Crime,Thriller"
tt0074483,The Enforcer,22 December 1976 (USA),James Fargo,96 min,"Action,Crime,Thriller"
tt0070355,Magnum Force,25 December 1973 (USA),Ted Post,124 min,"Action,Crime,Mystery"
tt0065134,Two Mules for Sister Sara,16 June 1970 (USA),Don Siegel,116 min,"Adventure,Comedy,War"
tt0091187,Heartbreak Ridge,5 December 1986 (USA),Clint Eastwood,130 min,"Action,Comedy,Drama"
tt0062824,Coogan's Bluff,2 October 1968 (USA),Don Siegel,93 min,"Action,Thriller"
tt0061747,Hang 'Em High,3 August 1968 (USA),Ted Post,114 min,Western
tt0068768,Joe Kidd,14 July 1972 (USA),John Sturges,88 min,Western
tt0052415,The Young Lions,2 April 1958 (USA),Edward Dmytryk,167 min,"Action,Drama,War"
tt0047230,Men of the Fighting Lady,16 December 1954 (Portugal),Andrew Marton,79 min,"Drama,War"
tt1045778,Year One,19 June 2009 (USA),Harold Ramis,97 min,"Adventure,Comedy"
tt1796521,Jellyscream!,3 May 2008 (USA),Clint Orr,87 min,Comedy
tt2172934,3 Days to Kill,21 February 2014 (USA),McG,117 min,"Action,Drama,Thriller"
tt2247476,When the Game Stands Tall,22 August 2014 (USA),Thomas Carter,115 min,"Drama,Sport"
tt1647668,Million Dollar Arm,16 May 2014 (USA),Craig Gillespie,124 min,"Biography,Drama,Sport"
tt0124718,He Got Game,1 May 1998 (USA),Spike Lee,136 min,"Drama,Sport"
tt0168786,Antwone Fisher,10 January 2003 (USA),Denzel Washington,120 min,"Biography,Drama"
tt0427309,The Great Debaters,25 December 2007 (USA),Denzel Washington,126 min,"Biography,Drama"
tt0119099,Fallen,16 January 1998 (USA),Gregory Hoblit,124 min,"Action,Crime,Drama"
tt0313443,Out of Time,3 October 2003 (USA),Carl Franklin,105 min,"Crime,Drama,Thriller"
tt0368008,The Manchurian Candidate,30 July 2004 (USA),Jonathan Demme,129 min,"Drama,Mystery,Sci-Fi"
tt0059885,Von Ryan's Express,23 June 1965 (USA),Mark Robson,117 min,"Action,Adventure,War"
tt0333780,"Legally Blonde 2: Red, White & Blonde",2 July 2003 (USA),Charles Herman-Wurmfeld,95 min,Comedy
tt0166813,Spirit: Stallion of the Cimarron,24 May 2002 (USA),"Kelly Asbury,Lorna Cook",83 min,"Animation,Adventure,Comedy"
tt0130623,Dinosaur,19 May 2000 (USA),"Eric Leighton,Ralph Zondag",82 min,"Animation,Adventure,Family"
tt0025907,Treasure Island,17 August 1934 (USA),Victor Fleming,110 min,Adventure
tt0071562,The Godfather: Part II,20 December 1974 (USA),Francis Ford Coppola,200 min,"Crime,Drama"
tt0037008,Laura,November 1944 (USA),Otto Preminger,88 min,"Crime,Drama,Film-Noir"
tt0056217,The Man Who Shot Liberty Valance,22 April 1962 (USA),John Ford,123 min,"Drama,Western"
tt0044079,Strangers on a Train,30 June 1951 (USA),Alfred Hitchcock,101 min,"Crime,Film-Noir,Thriller"
tt0048424,The Night of the Hunter,24 November 1955 (Argentina),"Charles Laughton,Robert Mitchum",92 min,"Crime,Drama,Film-Noir"
tt0042546,Harvey,13 October 1950 (USA),Henry Koster,104 min,"Comedy,Drama"
tt0032904,The Philadelphia Story,26 December 1940 (USA),George Cukor,112 min,"Comedy,Romance"
tt0054997,The Hustler,25 September 1961 (USA),Robert Rossen,134 min,"Drama,Sport"
tt0038787,Notorious,6 September 1946 (USA),Alfred Hitchcock,101 min,"Drama,Film-Noir,Romance"
tt0055031,Judgment at Nuremberg,18 December 1961 (Sweden),Stanley Kramer,186 min,"Drama,History,War"
tt0250494,Legally Blonde,13 July 2001 (USA),Robert Luketic,96 min,"Comedy,Romance"
tt0051003,The Spirit of St. Louis,20 April 1957 (USA),Billy Wilder,135 min,"Adventure,Biography,Drama"
tt0060424,The Fortune Cookie,19 October 1966 (USA),Billy Wilder,125 min,"Comedy,Romance"
tt0040317,The Emperor Waltz,2 July 1948 (USA),Billy Wilder,106 min,"Comedy,Musical,Romance"
tt1291584,Warrior,9 September 2011 (USA),Gavin O'Connor,140 min,"Drama,Sport"
tt0058265,"Kiss Me, Stupid",25 December 1964 (Finland),Billy Wilder,125 min,"Comedy,Romance"
tt0071524,The Front Page,17 December 1974 (USA),Billy Wilder,105 min,"Comedy,Drama,Romance"
tt0040367,A Foreign Affair,20 August 1948 (USA),Billy Wilder,116 min,"Comedy,Drama,Romance"
tt0031445,Hotel Imperial,11 May 1939 (USA),Robert Florey,67 min,Drama
tt0068240,Avanti!,17 December 1972 (USA),Billy Wilder,140 min,"Comedy,Romance"
tt0082111,Buddy Buddy,11 December 1981 (USA),Billy Wilder,96 min,Comedy
tt0035019,The Major and the Minor,24 December 1942 (Mexico),Billy Wilder,100 min,"Comedy,Romance"
tt0045555,The Big Heat,14 October 1953 (USA),Fritz Lang,90 min,"Crime,Film-Noir,Thriller"
tt0042593,In a Lonely Place,17 May 1950 (USA),Nicholas Ray,94 min,"Drama,Film-Noir,Mystery"
tt0042041,White Heat,3 September 1949 (USA),Raoul Walsh,114 min,"Crime,Drama,Film-Noir"
tt0039689,Out of the Past,13 November 1947 (USA),Jacques Tourneur,97 min,"Drama,Film-Noir,Thriller"
tt0041113,All the King's Men,January 1950 (USA),Robert Rossen,110 min,Drama
tt0043924,A Place in the Sun,11 October 1951 (France),George Stevens,122 min,"Drama,Romance"
tt0039416,Gentleman's Agreement,February 1948 (USA),Elia Kazan,118 min,Drama
tt0026752,Mutiny on the Bounty,1936 (Turkey),Frank Lloyd,132 min,"Adventure,Drama,History"
tt0048356,Marty,10 June 1955 (Belgium),Delbert Mann,90 min,"Drama,Romance"
tt0419706,Doom,21 October 2005 (USA),Andrzej Bartkowiak,105 min,"Action,Horror,Sci-Fi"
tt1980209,Pain & Gain,26 April 2013 (USA),Michael Bay,129 min,"Action,Comedy,Crime"
tt0052311,Touch of Evil,1 May 1958 (UK),Orson Welles,95 min,"Crime,Film-Noir,Thriller"
tt1583421,G.I. Joe: Retaliation,28 March 2013 (USA),Jon M. Chu,110 min,"Action,Adventure,Sci-Fi"
tt2171867,Empire State,30 August 2013 (Taiwan),Dito Montiel,94 min,"Action,Crime,Drama"
tt0425061,Get Smart,20 June 2008 (USA),Peter Segal,110 min,"Action,Adventure,Comedy"
tt0245803,Bulletproof Monk,16 April 2003 (USA),Paul Hunter,104 min,"Action,Comedy,Fantasy"
tt0033870,The Maltese Falcon,18 October 1941 (USA),John Huston,100 min,"Crime,Drama,Film-Noir"
tt0044706,High Noon,30 July 1952 (USA),Fred Zinnemann,85 min,"Drama,Western"
tt0081110,The Man with Bogart's Face,28 May 1980 (France),Robert Day,106 min,Comedy
tt0037382,To Have and Have Not,20 January 1945 (USA),Howard Hawks,100 min,"Adventure,Comedy,Romance"
tt0040506,Key Largo,31 July 1948 (USA),John Huston,100 min,"Crime,Drama,Film-Noir"
tt0048605,The Seven Year Itch,3 June 1955 (USA),Billy Wilder,105 min,"Comedy,Romance"
tt0124198,Very Bad Things,25 November 1998 (USA),Peter Berg,100 min,"Comedy,Crime,Thriller"
tt0114319,Sabrina,15 December 1995 (USA),Sydney Pollack,127 min,"Comedy,Drama"
tt0054698,Breakfast at Tiffany's,4 November 1961 (Japan),Blake Edwards,115 min,"Comedy,Drama,Romance"
tt0058453,Paris When It Sizzles,8 April 1964 (USA),Richard Quine,110 min,"Comedy,Romance"
tt0046250,Roman Holiday,2 September 1953 (USA),William Wyler,118 min,"Comedy,Romance"
tt0050658,Love in the Afternoon,30 June 1957 (USA),Billy Wilder,130 min,"Comedy,Romance,Drama"
tt0050419,Funny Face,13 February 1957 (USA),Stanley Donen,103 min,"Comedy,Musical,Romance"
tt0062467,Wait Until Dark,26 October 1967 (USA),Terence Young,108 min,"Crime,Drama,Thriller"
tt0060522,How to Steal a Million,19 August 1966 (UK),William Wyler,123 min,"Comedy,Crime,Romance"
tt0056923,Charade,5 December 1963 (USA),Stanley Donen,113 min,"Comedy,Mystery,Romance"
tt0025316,It Happened One Night,23 February 1934 (USA),Frank Capra,105 min,"Comedy,Romance"
tt0042192,All About Eve,15 January 1951 (Sweden),Joseph L. Mankiewicz,138 min,Drama
tt0050083,12 Angry Men,April 1957 (USA),Sidney Lumet,96 min,"Crime,Drama"
tt0036755,The Desert Song,22 September 1944 (Sweden),Robert Florey,95 min,Musical
tt0035093,Mrs. Miniver,1 December 1942 (Sweden),William Wyler,134 min,"Drama,War"
tt0032976,Rebecca,12 April 1940 (USA),Alfred Hitchcock,130 min,"Film-Noir,Mystery,Thriller"
tt0066249,The Private Life of Sherlock Holmes,29 October 1970 (USA),Billy Wilder,125 min,"Adventure,Comedy,Crime"
tt0057187,Irma la Douce,5 June 1963 (USA),Billy Wilder,147 min,"Comedy,Romance"
tt0029870,Angels with Dirty Faces,26 November 1938 (USA),Michael Curtiz,97 min,"Crime,Drama,Film-Noir"
tt0050825,Paths of Glory,25 October 1957 (West Germany),Stanley Kubrick,88 min,"Comedy,Drama,War"
tt0021749,City Lights,7 March 1931 (USA),Charles Chaplin,87 min,"Comedy,Drama,Romance"
tt0233469,Collateral Damage,8 February 2002 (USA),Andrew Davis,108 min,"Action,Drama,Thriller"
tt0037280,Since You Went Away,20 July 1944 (USA),"John Cromwell,Edward F. Cline",177 min,"Drama,Romance,War"
tt0030993,You Can't Take It With You,3 November 1938 (France),Frank Capra,126 min,"Comedy,Drama,Romance"
tt0022958,Grand Hotel,11 September 1932 (USA),Edmund Goulding,112 min,"Drama,Romance"
tt0042247,The Big Hangover,26 May 1950 (USA),Norman Krasna,82 min,Comedy
tt0029146,The Life of Emile Zola,2 October 1937 (USA),William Dieterle,116 min,"Biography,Drama"
tt0036872,Going My Way,2 October 1944 (Brazil),Leo McCarey,126 min,"Comedy,Drama,Music"
tt0107048,Groundhog Day,12 February 1993 (USA),Harold Ramis,101 min,"Comedy,Fantasy,Romance"
tt0120102,Seven Years in Tibet,10 October 1997 (USA),Jean-Jacques Annaud,136 min,"Adventure,Biography,Drama"
tt0095646,Missing Link,November 1988 (USA),"Carol Hughes,David Hughes",91 min,Adventure
tt0068762,Jeremiah Johnson,10 September 1972 (Sweden),Sydney Pollack,108 min,"Adventure,Drama,Western"
tt0080474,Brubaker,20 June 1980 (USA),Stuart Rosenberg,131 min,Drama
tt0079100,The Electric Horseman,21 December 1979 (USA),Sydney Pollack,121 min,"Comedy,Western,Drama"
tt0090848,The Clan of the Cave Bear,17 January 1986 (USA),Michael Chapman,98 min,"Adventure,Drama,Fantasy"
tt0091396,Legal Eagles,20 June 1986 (USA),Ivan Reitman,116 min,"Comedy,Crime,Romance"
tt0082146,Caveman,17 April 1981 (USA),Carl Gottlieb,91 min,"Comedy,Sci-Fi"
tt0454876,Life of Pi,21 November 2012 (USA),Ang Lee,127 min,"Adventure,Drama,Fantasy"
tt0245844,The Count of Monte Cristo,25 January 2002 (USA),Kevin Reynolds,131 min,"Action,Adventure,Drama"
tt0074812,Logan's Run,23 June 1976 (USA),Michael Anderson,119 min,"Action,Adventure,Romance"
tt0366627,The Jacket,4 March 2005 (USA),John Maybury,103 min,"Drama,Horror,Mystery"
tt0268695,The Time Machine,8 March 2002 (USA),Simon Wells,96 min,"Sci-Fi,Adventure,Action"
tt0164052,Hollow Man,4 August 2000 (USA),Paul Verhoeven,112 min,"Sci-Fi,Thriller"
tt0101301,All I Want for Christmas,8 November 1991 (USA),Robert Lieberman,92 min,"Comedy,Family,Romance"
tt1975249,6 Bullets,17 November 2012 (Japan),Ernie Barbarash,115 min,"Action,Crime,Thriller"
tt0076740,Sorcerer,24 June 1977 (USA),William Friedkin,121 min,"Adventure,Drama,Thriller"
tt0090180,To Live and Die in L.A.,1 November 1985 (USA),William Friedkin,116 min,"Action,Crime,Drama"
tt2719848,Everest,25 September 2015 (USA),Baltasar Kormákur,121 min,"Adventure,Biography,Drama"
tt0095958,Rampage,30 October 1992 (USA),William Friedkin,97 min,"Drama,Thriller"
tt4154756,Avengers: Infinity War - Part I,4 May 2018 (USA),"Anthony Russo,Joe Russo",,"Action,Sci-Fi"
tt0036613,Arsenic and Old Lace,23 September 1944 (USA),Frank Capra,118 min,"Comedy,Crime"
tt0029947,Bringing Up Baby,18 February 1938 (USA),Howard Hawks,102 min,"Comedy,Romance"
tt0031762,Only Angels Have Wings,15 May 1939 (USA),Howard Hawks,121 min,"Adventure,Drama,Film-Noir"
tt0033804,The Lady Eve,21 March 1941 (USA),Preston Sturges,94 min,"Comedy,Romance"
tt0033045,The Shop Around the Corner,12 January 1940 (USA),Ernst Lubitsch,99 min,"Comedy,Drama,Romance"
tt0028597,The Awful Truth,21 October 1937 (USA),Leo McCarey,91 min,"Comedy,Romance"
tt0109129,Angie,4 March 1994 (USA),Martha Coolidge,107 min,"Comedy,Drama,Romance"
tt0028010,My Man Godfrey,17 September 1936 (USA),Gregory La Cava,94 min,"Romance,Comedy"
tt0030241,Holiday,15 June 1938 (USA),George Cukor,95 min,"Comedy,Romance"
tt0107007,Gettysburg,8 October 1993 (USA),Ron Maxwell,271 min,"Drama,History,War"
tt0286716,Hulk,20 June 2003 (USA),Ang Lee,138 min,"Action,Sci-Fi"
tt0111282,Stargate,28 October 1994 (USA),Roland Emmerich,121 min,"Action,Adventure,Sci-Fi"
tt1623788,Queens of Country,2015 (USA),"Ryan Page,Christopher Pomerenke",,Comedy
tt1535970,The Ledge,26 May 2011 (Belarus),Matthew Chapman,101 min,"Drama,Thriller"
tt0267248,Abandon,18 October 2002 (USA),Stephen Gaghan,99 min,"Drama,Music,Mystery"
tt0194530,Whatever Happened to Harold Smith?,10 March 2000 (UK),Peter Hewitt,95 min,Comedy
tt0385002,Green Street Hooligans,9 September 2005 (UK),Lexi Alexander,109 min,"Crime,Drama,Sport"
tt1293751,Casting By,1 November 2013 (USA),Tom Donahue,89 min,Documentary
tt0309912,Nicholas Nickleby,27 June 2003 (UK),Douglas McGrath,132 min,"Drama,Romance"
tt1667310,Deadfall,9 November 2012 (Bulgaria),Stefan Ruzowitzky,95 min,"Crime,Drama,Thriller"
tt0416449,300,9 March 2007 (USA),Zack Snyder,117 min,"Action,Fantasy,War"
tt2713180,Fury,17 October 2014 (USA),David Ayer,134 min,"Action,Drama,War"
tt1298650,Pirates of the Caribbean: On Stranger Tides,20 May 2011 (USA),Rob Marshall,136 min,"Action,Adventure,Fantasy"
tt2310332,The Hobbit: The Battle of the Five Armies,17 December 2014 (USA),Peter Jackson,144 min,"Adventure,Fantasy"
tt0031060,At the Circus,20 October 1939 (USA),Edward Buzzell,87 min,"Comedy,Musical"
tt1951265,The Hunger Games: Mockingjay - Part 1,21 November 2014 (USA),Francis Lawrence,123 min,"Adventure,Sci-Fi,Thriller"
tt0430357,Miami Vice,28 July 2006 (USA),Michael Mann,134 min,"Action,Crime,Thriller"
tt0421715,The Curious Case of Benjamin Button,25 December 2008 (USA),David Fincher,166 min,"Drama,Fantasy,Romance"
tt0264464,Catch Me If You Can,25 December 2002 (USA),Steven Spielberg,141 min,"Biography,Crime,Drama"
tt1010048,Slumdog Millionaire,25 December 2008 (USA),"Danny Boyle,Loveleen Tandan",120 min,"Drama,Romance"
tt0332280,The Notebook,25 June 2004 (USA),Nick Cassavetes,123 min,"Drama,Romance"
tt1981677,Pitch Perfect,5 October 2012 (USA),Jason Moore,112 min,"Comedy,Music,Romance"
tt0098382,Star Trek V: The Final Frontier,9 June 1989 (USA),William Shatner,107 min,"Action,Adventure,Sci-Fi"
tt3410762,Star Trek: USS PAN,28 May 2018 (USA),Carl Miller,,"Action,Adventure,Sci-Fi"
tt3854562,Star Trek: Horizon,1 June 2015 (USA),Tommy Kraft,,"Action,Adventure,Sci-Fi"
tt3190158,Passage to Mars,2016 (USA),Jean-Christophe Jeauffre,103 min,"Adventure,Sci-Fi"
tt2660888,Star Trek Beyond,22 July 2016 (USA),Justin Lin,,"Action,Adventure,Sci-Fi"
tt0100758,Teenage Mutant Ninja Turtles,30 March 1990 (USA),Steve Barron,93 min,"Action,Adventure,Comedy"
tt1596343,Fast Five,29 April 2011 (USA),Justin Lin,131 min,"Action,Crime,Thriller"
tt0022158,Monkey Business,19 September 1931 (USA),Norman Z. McLeod,77 min,Comedy
tt0065126,True Grit,11 June 1969 (USA),Henry Hathaway,128 min,"Adventure,Western,Drama"
tt0053221,Rio Bravo,4 April 1959 (USA),Howard Hawks,141 min,"Drama,Romance,Western"
tt0062472,The War Wagon,27 May 1967 (USA),Burt Kennedy,96 min,Western
tt0073636,Rooster Cogburn,November 1975 (USA),Stuart Millar,108 min,"Adventure,Drama,Western"
tt0066301,Rio Lobo,18 December 1970 (USA),Howard Hawks,114 min,"Adventure,Western,Romance"
tt0113161,Get Shorty,20 October 1995 (USA),Barry Sonnenfeld,105 min,"Comedy,Crime,Thriller"
tt0065547,Chisum,29 July 1970 (USA),Andrew V. McLaglen,111 min,"Biography,Western"
tt0066831,Big Jake,26 May 1971 (USA),"George Sherman,John Wayne",110 min,"Action,Crime,Drama"
tt1291150,Teenage Mutant Ninja Turtles,8 August 2014 (USA),Jonathan Liebesman,101 min,"Action,Adventure,Comedy"
tt1253863,300: Rise of an Empire,7 March 2014 (USA),Noam Murro,102 min,"Action,Drama,Fantasy"
tt2333784,The Expendables 3,15 August 2014 (USA),Patrick Hughes,126 min,"Action,Adventure,Thriller"
tt0112442,Bad Boys,7 April 1995 (USA),Michael Bay,118 min,"Action,Comedy,Crime"
tt0172156,Bad Boys II,18 July 2003 (USA),Michael Bay,147 min,"Action,Comedy,Crime"
tt0117060,Mission: Impossible,22 May 1996 (USA),Brian De Palma,110 min,"Action,Adventure,Thriller"
tt0046534,The War of the Worlds,26 August 1953 (USA),Byron Haskin,85 min,"Action,Sci-Fi"
tt0985699,Valkyrie,25 December 2008 (USA),Bryan Singer,121 min,"Drama,Thriller,War"
tt0317919,Mission: Impossible III,5 May 2006 (USA),J.J. Abrams,126 min,"Action,Adventure,Thriller"
tt0110074,The Hudsucker Proxy,11 March 1994 (USA),"Joel Coen,Ethan Coen",111 min,Comedy
tt0120201,Starship Troopers,7 November 1997 (USA),Paul Verhoeven,129 min,"Action,Sci-Fi,War"
tt0019777,The Cocoanuts,3 August 1929 (USA),"Robert Florey,Joseph Santley",96 min,"Comedy,Musical"
tt0118880,Con Air,6 June 1997 (USA),Simon West,115 min,"Action,Crime,Thriller"
tt0213149,Pearl Harbor,25 May 2001 (USA),Michael Bay,183 min,"Action,Drama,Romance"
tt3315342,Untitled Wolverine Sequel,3 March 2017 (USA),James Mangold,,"Action,Sci-Fi"
tt0859163,The Mummy: Tomb of the Dragon Emperor,1 August 2008 (USA),Rob Cohen,112 min,"Action,Adventure,Fantasy"
tt0187738,Blade II,22 March 2002 (USA),Guillermo del Toro,117 min,"Action,Horror,Sci-Fi"
tt0277296,The Scorpion King,19 April 2002 (USA),Chuck Russell,92 min,"Action,Adventure,Fantasy"
tt0167190,Hellboy,2 April 2004 (USA),Guillermo del Toro,122 min,"Action,Fantasy,Sci-Fi"
tt0411477,Hellboy II: The Golden Army,11 July 2008 (USA),Guillermo del Toro,120 min,"Action,Adventure,Fantasy"
tt0382625,The Da Vinci Code,19 May 2006 (USA),Ron Howard,149 min,"Mystery,Thriller"
tt0435705,Next,27 April 2007 (USA),Lee Tamahori,96 min,"Action,Sci-Fi,Thriller"
tt0117500,The Rock,7 June 1996 (USA),Michael Bay,136 min,"Action,Adventure,Thriller"
tt0963966,The Sorcerer's Apprentice,14 July 2010 (USA),Jon Turteltaub,109 min,"Action,Adventure,Comedy"
tt0317740,The Italian Job,30 May 2003 (USA),F. Gary Gray,111 min,"Action,Crime,Thriller"
tt0489099,Jumper,14 February 2008 (USA),Doug Liman,88 min,"Action,Adventure,Sci-Fi"
tt0452608,Death Race,22 August 2008 (USA),Paul W.S. Anderson,105 min,"Action,Sci-Fi,Thriller"
tt0293662,The Transporter,11 October 2002 (USA),"Louis Leterrier,Corey Yuen",92 min,"Action,Crime,Thriller"
tt0363988,Secret Window,12 March 2004 (USA),David Koepp,96 min,"Mystery,Thriller"
tt0408236,Sweeney Todd: The Demon Barber of Fleet Street,21 December 2007 (USA),Tim Burton,116 min,"Drama,Horror,Musical"
tt1077368,Dark Shadows,11 May 2012 (USA),Tim Burton,113 min,"Comedy,Horror"
tt1152836,Public Enemies,1 July 2009 (USA),Michael Mann,140 min,"Biography,Crime,Drama"
tt1504320,The King's Speech,25 December 2010 (USA),Tom Hooper,118 min,"Biography,Drama"
tt0099487,Edward Scissorhands,14 December 1990 (USA),Tim Burton,105 min,"Drama,Fantasy,Romance"
tt0244244,Swordfish,8 June 2001 (USA),Dominic Sena,99 min,"Action,Crime,Thriller"
tt0399295,Lord of War,16 September 2005 (USA),Andrew Niccol,122 min,"Crime,Drama,Thriller"
tt0359013,Blade: Trinity,8 December 2004 (USA),David S. Goyer,113 min,"Action,Adventure,Fantasy"
tt0834001,Underworld: Rise of the Lycans,23 January 2009 (USA),Patrick Tatopoulos,92 min,"Action,Adventure,Fantasy"
tt0103874,Dracula,13 November 1992 (USA),Francis Ford Coppola,128 min,"Horror,Romance"
tt1496025,Underworld: Awakening,20 January 2012 (USA),"Måns Mårlind,Björn Stein",88 min,"Action,Fantasy,Horror"
tt0349903,Ocean's Twelve,10 December 2004 (USA),Steven Soderbergh,125 min,"Crime,Thriller"
tt0240772,Ocean's Eleven,7 December 2001 (USA),Steven Soderbergh,116 min,"Crime,Thriller"
tt0496806,Ocean's Thirteen,8 June 2007 (USA),Steven Soderbergh,122 min,"Crime,Thriller"
tt1515091,Sherlock Holmes: A Game of Shadows,16 December 2011 (USA),Guy Ritchie,129 min,"Action,Adventure,Crime"
tt0479879,Chasing Ghosts: Beyond the Arcade,19 January 2007 (USA),Lincoln Ruchti,90 min,Documentary
tt0808151,Angels & Demons,15 May 2009 (USA),Ron Howard,138 min,"Mystery,Thriller"
tt0259324,Ghost Rider,16 February 2007 (USA),Mark Steven Johnson,114 min,"Action,Fantasy,Thriller"
tt0824747,Changeling,31 October 2008 (USA),Clint Eastwood,141 min,"Drama,History,Mystery"
tt1320253,The Expendables,13 August 2010 (USA),Sylvester Stallone,103 min,"Action,Adventure,Thriller"
tt0327597,Coraline,6 February 2009 (USA),Henry Selick,100 min,"Animation,Fantasy"
tt0800320,Clash of the Titans,2 April 2010 (USA),Louis Leterrier,106 min,"Action,Adventure,Fantasy"
tt0472033,9,9 September 2009 (USA),Shane Acker,79 min,"Animation,Action,Adventure"
tt0086393,Superman III,17 June 1983 (USA),Richard Lester,125 min,"Action,Comedy,Sci-Fi"
tt0087363,Gremlins,8 June 1984 (USA),Joe Dante,106 min,"Comedy,Horror"
tt0087332,Ghostbusters,8 June 1984 (USA),Ivan Reitman,105 min,"Comedy,Fantasy"
tt0112462,Batman Forever,16 June 1995 (USA),Joel Schumacher,121 min,"Action,Adventure,Fantasy"
tt0118688,Batman & Robin,20 June 1997 (USA),Joel Schumacher,125 min,Action
tt0348150,Superman Returns,28 June 2006 (USA),Bryan Singer,154 min,"Action,Adventure,Fantasy"
tt0094721,Beetlejuice,30 March 1988 (USA),Tim Burton,92 min,"Comedy,Fantasy"
tt0081573,Superman II,19 June 1981 (USA),"Richard Lester,Richard Donner",127 min,"Action,Romance,Sci-Fi"
tt0096895,Batman,23 June 1989 (USA),Tim Burton,126 min,"Action,Adventure"
tt0097428,Ghostbusters II,16 June 1989 (USA),Ivan Reitman,108 min,"Comedy,Fantasy"
tt1821658,The Nut Job,17 January 2014 (USA),Peter Lepeniotis,85 min,"Animation,Adventure,Comedy"
tt1621039,Free Birds,1 November 2013 (USA),Jimmy Hayward,91 min,"Animation,Adventure,Comedy"
tt0097742,Licence to Kill,14 July 1989 (USA),John Glen,133 min,"Action,Adventure,Thriller"
tt0028772,A Day at the Races,11 June 1937 (USA),Sam Wood,111 min,"Comedy,Sport"
tt1133985,Green Lantern,17 June 2011 (USA),Martin Campbell,114 min,"Action,Adventure,Romance"
tt0084827,TRON,9 July 1982 (USA),Steven Lisberger,96 min,"Action,Adventure,Sci-Fi"
tt0473075,Prince of Persia: The Sands of Time,28 May 2010 (USA),Mike Newell,116 min,"Action,Adventure,Fantasy"
tt0433035,Real Steel,7 October 2011 (USA),Shawn Levy,127 min,"Action,Drama,Sci-Fi"
tt0401729,John Carter,9 March 2012 (USA),Andrew Stanton,132 min,"Action,Adventure,Fantasy"
tt1464540,I Am Number Four,18 February 2011 (USA),D.J. Caruso,109 min,"Action,Adventure,Sci-Fi"
